Country,Vendor INCO Term,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Vendor,Line Item Quantity,Line Item Value,Pack Price,Unit Price,First Line Designation,FreightCost ,LineItemInsurance  ,Manufacturing country
Vietnam,EXW,Air,31-Mar-15,31-Mar-15,HETERO LABS LIMITED,7700,16632.0,2.16,0.04,No,See ASN-30940 (ID#:51233),19.58,India
Afghanistan,EXW,Air,7-Dec-15,12-Jul-15,IMRES B.V.,57,2881.35,50.55,0.05,No,See ASN-30861 (ID#:41238),3.39,Italy
Vietnam,FCA,Air,31-Mar-15,31-Mar-15,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),572,13304.72,23.26,0.78,No,See ASN-30674 (ID#:54100),15.66,Germany
Vietnam,FCA,Air,19-Mar-15,19-Mar-15,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),5000,304000.0,60.8,0.51,No,See ASN-30672 (ID#:40443),357.81,Germany
Ghana,EXW,Air,4-Oct-15,10-Apr-15,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),11538,22960.62,1.99,0.03,No,See ASN-30499 (ID#:52793),23.6,India
Haiti,EXW,Ocean,4-Sep-15,9-Apr-15,HETERO LABS LIMITED,12600,27216.0,2.16,0.04,No,See ASN-30463 (ID#:15460),27.98,India
Haiti,EXW,Ocean,4-Sep-15,9-Apr-15,HETERO LABS LIMITED,31806,210237.66,6.61,0.11,No,See ASN-30463 (ID#:15460),216.12,India
Haiti,EXW,Ocean,4-Sep-15,9-Apr-15,HETERO LABS LIMITED,39015,399903.75,10.25,0.34,No,See ASN-30463 (ID#:15460),411.1,India
Haiti,EXW,Ocean,4-Sep-15,9-Apr-15,HETERO LABS LIMITED,336,1192.8,3.55,0.12,No,See ASN-30463 (ID#:15460),1.23,India
Haiti,EXW,Ocean,4-Sep-15,9-Apr-15,HETERO LABS LIMITED,36000,298440.0,8.29,0.14,No,See ASN-30463 (ID#:15460),306.8,India
Vietnam,EXW,Air,3-Oct-15,10-Mar-15,HETERO LABS LIMITED,4300,9288.0,2.16,0.04,No,See ASN-30320 (ID#:53759),10.93,India
Haiti,EXW,Ocean,13-Mar-15,13-Mar-15,Aurobindo Pharma Limited,300,2049.0,6.83,0.03,No,See ASN-30183 (ID#:51410),2.11,India
Zimbabwe,EXW,Air,22-Jan-09,22-Jan-09,"Orgenics, Ltd",1396,13.96,0.01,0.0,No,See ASN-2997 (ID#:5860),0.03,India
South Sudan,EXW,Air,1-Sep-15,9-Jan-15,"Trinity Biotech, Plc",25,800.0,32.0,1.6,No,See ASN-29503 (ID#:13571),0.82,India
South Sudan,EXW,Air,1-Sep-15,9-Jan-15,"Trinity Biotech, Plc",35,1120.0,32.0,1.6,No,See ASN-29503 (ID#:13571),1.15,India
South Sudan,EXW,Air,1-Sep-15,9-Jan-15,"Trinity Biotech, Plc",450,14400.0,32.0,1.6,No,See ASN-29503 (ID#:13571),14.8,India
Vietnam,EXW,Air,19-Dec-14,19-Dec-14,HETERO LABS LIMITED,10000,35000.0,3.5,0.12,No,See ASN-29386 (ID#:42295),35.98,India
Vietnam,EXW,Air,24-Dec-14,24-Dec-14,HETERO LABS LIMITED,15840,166320.0,10.5,0.35,No,See ASN-29384 (ID#:33441),170.98,India
Vietnam,EXW,Air,17-Dec-14,17-Dec-14,HETERO LABS LIMITED,11904,124992.0,10.5,0.35,No,See ASN-29376 (ID#:13766),128.49,India
Vietnam,EXW,Air,17-Dec-14,17-Dec-14,HETERO LABS LIMITED,5000,17500.0,3.5,0.12,No,See ASN-29372 (ID#:71477),17.99,India
Côte d'Ivoire,EXW,Air,23-Jan-09,23-Jan-09,IDA FOUNDATION,50000,19500.0,0.39,0.03,No,See ASN-2921 (ID#:719),38.22,India
Côte d'Ivoire,EXW,Air,23-Jan-09,23-Jan-09,IDA FOUNDATION,20000,14000.0,0.7,0.03,No,See ASN-2921 (ID#:719),27.44,India
Namibia,EXW,Air,25-Nov-14,25-Nov-14,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),17640,185220.0,10.5,0.35,No,See ASN-29183 (ID#:31368),190.41,India
Namibia,EXW,Air,19-Nov-14,19-Nov-14,HETERO LABS LIMITED,12788,106012.52,8.29,0.14,No,See ASN-29097 (ID#:17900),108.98,India
Vietnam,EXW,Air,26-Nov-14,26-Nov-14,MICRO LABS LIMITED,14500,24940.0,1.72,0.03,No,See ASN-28777 (ID#:22196),25.64,India
Vietnam,EXW,Air,26-Nov-14,26-Nov-14,MICRO LABS LIMITED,8400,17472.0,2.08,0.03,No,See ASN-28777 (ID#:22196),17.96,India
Haiti,EXW,Ocean,1-Sep-15,9-Jan-15,MICRO LABS LIMITED,43065,128333.7,2.98,0.1,No,See ASN-28761 (ID#:38632),131.93,India
Haiti,EXW,Ocean,1-Sep-15,9-Jan-15,MICRO LABS LIMITED,45750,95160.0,2.08,0.03,No,See ASN-28761 (ID#:38632),97.82,India
"Congo, DRC",EXW,Air,11-Apr-14,4-Nov-14,"Trinity Biotech, Plc",9,288.0,32.0,1.6,No,See ASN-28279 (ID#:13547),0.3,India
"Congo, DRC",EXW,Air,11-Apr-14,4-Nov-14,"Trinity Biotech, Plc",353,11296.0,32.0,1.6,No,See ASN-28279 (ID#:13547),11.61,India
"Congo, DRC",EXW,Air,11-Apr-14,4-Nov-14,"Trinity Biotech, Plc",47,1504.0,32.0,1.6,No,See ASN-28279 (ID#:13547),1.55,India
"Congo, DRC",EXW,Air,11-Apr-14,4-Nov-14,"Trinity Biotech, Plc",89,2848.0,32.0,1.6,No,See ASN-28279 (ID#:13547),2.93,India
"Congo, DRC",EXW,Air,11-Apr-14,4-Nov-14,"Trinity Biotech, Plc",39,1248.0,32.0,1.6,No,See ASN-28279 (ID#:13547),1.28,India
"Congo, DRC",EXW,Air,11-Apr-14,4-Nov-14,"Trinity Biotech, Plc",65,2080.0,32.0,1.6,No,See ASN-28279 (ID#:13547),2.14,India
"Congo, DRC",EXW,Air,11-Apr-14,4-Nov-14,"Trinity Biotech, Plc",70,2240.0,32.0,1.6,No,See ASN-28279 (ID#:13547),2.3,India
"Congo, DRC",EXW,Air,11-Apr-14,4-Nov-14,"Trinity Biotech, Plc",423,13536.0,32.0,1.6,No,See ASN-28279 (ID#:13547),13.92,India
"Congo, DRC",EXW,Air,11-Apr-14,4-Nov-14,"Trinity Biotech, Plc",15,480.0,32.0,1.6,No,See ASN-28279 (ID#:13547),0.49,India
"Congo, DRC",EXW,Air,11-Apr-14,4-Nov-14,"Trinity Biotech, Plc",73,2336.0,32.0,1.6,No,See ASN-28279 (ID#:13547),2.4,India
"Congo, DRC",EXW,Air,11-Apr-14,4-Nov-14,"Trinity Biotech, Plc",214,6848.0,32.0,1.6,No,See ASN-28279 (ID#:13547),7.04,India
"Congo, DRC",EXW,Air,11-Apr-14,4-Nov-14,"Trinity Biotech, Plc",41,1312.0,32.0,1.6,No,See ASN-28279 (ID#:13547),1.35,India
"Congo, DRC",EXW,Air,11-Apr-14,4-Nov-14,"Trinity Biotech, Plc",34,1088.0,32.0,1.6,No,See ASN-28279 (ID#:13547),1.12,India
Vietnam,EXW,Air,24-Nov-08,24-Nov-08,Aurobindo Pharma Limited,380,8930.0,23.5,0.39,No,See ASN-2809 (ID#:1955),17.5,India
Vietnam,EXW,Air,11-Jul-14,7-Nov-14,MICRO LABS LIMITED,8500,14620.0,1.72,0.03,No,See ASN-28062 (ID#:14016),15.03,India
"Congo, DRC",EXW,Air,11-Oct-14,10-Nov-14,Aurobindo Pharma Limited,440,550.0,1.25,0.04,No,See ASN-27933 (ID#:22761),0.57,India
Vietnam,EXW,Air,21-Nov-08,21-Nov-08,Aurobindo Pharma Limited,2200,25080.0,11.4,0.19,No,See ASN-2792 (ID#:5936),49.16,India
Haiti,FCA,Air,26-Sep-14,26-Sep-14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),1320,7840.8,5.94,0.1,No,See ASN-27824 (ID#:26961),8.06,Germany
Vietnam,EXW,Air,22-Sep-14,22-Sep-14,HETERO LABS LIMITED,8640,90720.0,10.5,0.35,No,See ASN-27812 (ID#:25926),93.26,India
Vietnam,EXW,Air,22-Sep-14,22-Sep-14,HETERO LABS LIMITED,500,5725.0,11.45,0.19,No,See ASN-27812 (ID#:25926),5.89,India
Vietnam,EXW,Air,16-Sep-14,16-Sep-14,HETERO LABS LIMITED,600,6870.0,11.45,0.19,No,See ASN-27809 (ID#:13106),7.06,India
Vietnam,EXW,Air,16-Sep-14,16-Sep-14,HETERO LABS LIMITED,3096,32508.0,10.5,0.35,No,See ASN-27809 (ID#:13106),33.42,India
Tanzania,FCA,Air,10-Feb-14,2-Oct-14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),546,3243.24,5.94,0.1,No,See ASN-27718 (ID#:24358),3.33,Germany
Haiti,EXW,Ocean,28-Oct-14,28-Oct-14,Aurobindo Pharma Limited,1650,2359.5,1.43,0.01,No,See ASN-27659 (ID#:16881),2.43,India
Zimbabwe,EXW,Air Charter,17-Sep-14,17-Sep-14,HETERO LABS LIMITED,15187,70163.94,4.62,0.15,No,See ASN-27582 (ID#:79885),72.13,India
Haiti,EXW,Ocean,30-Oct-14,30-Oct-14,HETERO LABS LIMITED,92500,971250.0,10.5,0.35,No,See ASN-27525 (ID#:38099),998.44,India
"Congo, DRC",EXW,Air,30-Sep-14,30-Sep-14,Aurobindo Pharma Limited,550,6050.0,11.0,0.37,No,See ASN-27324 (ID#:13842),6.22,India
South Sudan,EXW,Air,29-Sep-14,29-Sep-14,"Trinity Biotech, Plc",35,1120.0,32.0,1.6,No,See ASN-27241 (ID#:23488),1.15,India
South Sudan,EXW,Air,29-Sep-14,29-Sep-14,"Trinity Biotech, Plc",450,14400.0,32.0,1.6,No,See ASN-27241 (ID#:23488),14.8,India
South Sudan,EXW,Air,29-Sep-14,29-Sep-14,"Trinity Biotech, Plc",18,576.0,32.0,1.6,No,See ASN-27241 (ID#:23488),0.59,India
Namibia,EXW,Air,29-Oct-08,29-Oct-08,"Orgenics, Ltd",150,1.5,0.01,0.0,No,See ASN-2717 (ID#:791),0.0,India
Vietnam,EXW,Air,30-Jul-14,30-Jul-14,HETERO LABS LIMITED,9300,33015.0,3.55,0.12,No,See ASN-26928 (ID#:23156),33.94,India
Vietnam,EXW,Air,13-Aug-14,13-Aug-14,HETERO LABS LIMITED,720,7560.0,10.5,0.35,No,See ASN-26927 (ID#:26612),7.77,India
Vietnam,EXW,Air,13-Aug-14,13-Aug-14,HETERO LABS LIMITED,12700,44450.0,3.5,0.12,No,See ASN-26927 (ID#:26612),45.69,India
Vietnam,EXW,Air,13-Aug-14,13-Aug-14,HETERO LABS LIMITED,950,10877.5,11.45,0.19,No,See ASN-26927 (ID#:26612),11.18,India
Vietnam,EXW,Air,29-Jul-14,29-Jul-14,HETERO LABS LIMITED,1600,18320.0,11.45,0.19,No,See ASN-26923 (ID#:13027),18.83,India
Vietnam,EXW,Air,29-Jul-14,29-Jul-14,HETERO LABS LIMITED,6400,11840.0,1.85,0.03,No,See ASN-26923 (ID#:13027),12.17,India
Vietnam,EXW,Air,29-Jul-14,29-Jul-14,HETERO LABS LIMITED,10700,37985.0,3.55,0.12,No,See ASN-26923 (ID#:13027),39.05,India
Vietnam,EXW,Air,29-Jul-14,29-Jul-14,HETERO LABS LIMITED,300,1650.0,5.5,0.09,No,See ASN-26923 (ID#:13027),1.7,India
Vietnam,EXW,Air,29-Jul-14,29-Jul-14,HETERO LABS LIMITED,7248,76104.0,10.5,0.35,No,See ASN-26923 (ID#:13027),78.23,India
Haiti,EXW,Ocean,20-Oct-14,20-Oct-14,Aurobindo Pharma Limited,1650,2359.5,1.43,0.01,No,See ASN-26906 (ID#:33218),2.43,India
"Congo, DRC",EXW,Air,9-May-14,5-Sep-14,"Trinity Biotech, Plc",17,544.0,32.0,1.6,No,See ASN-26738 (ID#:15115),0.56,India
"Congo, DRC",EXW,Air,9-May-14,5-Sep-14,"Trinity Biotech, Plc",30,960.0,32.0,1.6,No,See ASN-26738 (ID#:15115),0.99,India
"Congo, DRC",EXW,Air,9-May-14,5-Sep-14,"Trinity Biotech, Plc",5,160.0,32.0,1.6,No,See ASN-26738 (ID#:15115),0.16,India
"Congo, DRC",EXW,Air,9-May-14,5-Sep-14,"Trinity Biotech, Plc",6,192.0,32.0,1.6,No,See ASN-26738 (ID#:15115),0.2,India
"Congo, DRC",EXW,Air,9-May-14,5-Sep-14,"Trinity Biotech, Plc",2,64.0,32.0,1.6,No,See ASN-26738 (ID#:15115),0.07,India
"Congo, DRC",EXW,Air,9-May-14,5-Sep-14,"Trinity Biotech, Plc",7,224.0,32.0,1.6,No,See ASN-26738 (ID#:15115),0.23,India
"Congo, DRC",EXW,Air,9-May-14,5-Sep-14,"Trinity Biotech, Plc",65,2080.0,32.0,1.6,No,See ASN-26738 (ID#:15115),2.14,India
"Congo, DRC",EXW,Air,9-May-14,5-Sep-14,"Trinity Biotech, Plc",90,2880.0,32.0,1.6,No,See ASN-26738 (ID#:15115),2.96,India
"Congo, DRC",EXW,Air,9-May-14,5-Sep-14,"Trinity Biotech, Plc",32,1024.0,32.0,1.6,No,See ASN-26738 (ID#:15115),1.05,India
"Congo, DRC",EXW,Air,9-May-14,5-Sep-14,"Trinity Biotech, Plc",27,864.0,32.0,1.6,No,See ASN-26738 (ID#:15115),0.89,India
Mozambique,EXW,Air,11-Jan-08,1-Nov-08,"Orgenics, Ltd",7690,553603.1,71.99,0.72,No,See ASN-2658 (ID#:4650),1085.06,India
Haiti,EXW,Air,18-Jul-14,18-Jul-14,Aurobindo Pharma Limited,2438,3047.5,1.25,0.04,No,See ASN-26559 (ID#:15240),3.13,India
Haiti,EXW,Air,14-Jul-14,14-Jul-14,Aurobindo Pharma Limited,400,500.0,1.25,0.04,No,See ASN-26454 (ID#:15994),0.51,India
Zambia,EXW,Air,20-Oct-08,20-Oct-08,"Orgenics, Ltd",4500,45.0,0.01,0.0,No,See ASN-2641 (ID#:670),0.09,India
Vietnam,EXW,Air,25-Sep-08,25-Sep-08,Aurobindo Pharma Limited,1800,15498.0,8.61,0.14,No,See ASN-2515 (ID#:4635),24.8,India
Namibia,EXW,Air,25-Sep-08,25-Sep-08,"Orgenics, Ltd",2,140.0,70.0,0.7,No,See ASN-2513 (ID#:3360),0.22,India
"Congo, DRC",EXW,Air,4-Apr-14,4-Apr-14,"Trinity Biotech, Plc",27,864.0,32.0,1.6,No,See ASN-24721 (ID#:13708),0.89,India
"Congo, DRC",EXW,Air,4-Apr-14,4-Apr-14,"Trinity Biotech, Plc",17,544.0,32.0,1.6,No,See ASN-24721 (ID#:13708),0.56,India
"Congo, DRC",EXW,Air,4-Apr-14,4-Apr-14,"Trinity Biotech, Plc",2,64.0,32.0,1.6,No,See ASN-24721 (ID#:13708),0.07,India
"Congo, DRC",EXW,Air,4-Apr-14,4-Apr-14,"Trinity Biotech, Plc",90,2880.0,32.0,1.6,No,See ASN-24721 (ID#:13708),2.96,India
"Congo, DRC",EXW,Air,4-Apr-14,4-Apr-14,"Trinity Biotech, Plc",30,960.0,32.0,1.6,No,See ASN-24721 (ID#:13708),0.99,India
"Congo, DRC",EXW,Air,4-Apr-14,4-Apr-14,"Trinity Biotech, Plc",6,192.0,32.0,1.6,No,See ASN-24721 (ID#:13708),0.2,India
"Congo, DRC",EXW,Air,4-Apr-14,4-Apr-14,"Trinity Biotech, Plc",7,224.0,32.0,1.6,No,See ASN-24721 (ID#:13708),0.23,India
"Congo, DRC",EXW,Air,4-Apr-14,4-Apr-14,"Trinity Biotech, Plc",34,1088.0,32.0,1.6,No,See ASN-24721 (ID#:13708),1.12,India
"Congo, DRC",EXW,Air,4-Apr-14,4-Apr-14,"Trinity Biotech, Plc",5,160.0,32.0,1.6,No,See ASN-24721 (ID#:13708),0.16,India
Zambia,EXW,Air,22-Sep-08,22-Sep-08,"Orgenics, Ltd",3000,215970.0,71.99,0.72,No,See ASN-2448 (ID#:1939),345.55,India
Côte d'Ivoire,EXW,Air,27-Feb-14,27-Feb-14,Aurobindo Pharma Limited,400,1800.0,4.5,0.04,No,See ASN-24432 (ID#:40680),2.23,India
Haiti,EXW,Ocean,5-Sep-14,9-May-14,HETERO LABS LIMITED,10725,23595.0,2.2,0.04,No,See ASN-24412 (ID#:64757),29.19,India
Vietnam,EXW,Air,23-Apr-14,23-Apr-14,HETERO LABS LIMITED,9989,18479.65,1.85,0.03,No,See ASN-24398 (ID#:18664),22.86,India
Vietnam,EXW,Air,23-Apr-14,23-Apr-14,HETERO LABS LIMITED,12317,43725.35,3.55,0.12,No,See ASN-24398 (ID#:18664),54.09,India
Vietnam,EXW,Air,23-Apr-14,23-Apr-14,HETERO LABS LIMITED,12984,42068.16,3.24,0.11,No,See ASN-24398 (ID#:18664),52.04,India
Vietnam,EXW,Air,23-Apr-14,23-Apr-14,HETERO LABS LIMITED,2516,8151.84,3.24,0.11,No,See ASN-24394 (ID#:16053),10.08,India
Vietnam,EXW,Air,23-Apr-14,23-Apr-14,HETERO LABS LIMITED,9683,34374.65,3.55,0.12,No,See ASN-24394 (ID#:16053),42.52,India
Vietnam,EXW,Air,23-Apr-14,23-Apr-14,HETERO LABS LIMITED,564,6457.8,11.45,0.19,No,See ASN-24394 (ID#:16053),7.99,India
Nigeria,EXW,Air,15-Oct-08,15-Oct-08,"Orgenics, Ltd",6502,520094.98,79.99,0.8,No,See ASN-2438 (ID#:1941),832.15,India
Mozambique,EXW,Air,10-Mar-08,3-Oct-08,"Orgenics, Ltd",1000,10.0,0.01,0.0,No,See ASN-2403 (ID#:3386),0.02,India
Côte d'Ivoire,EXW,Air,1-Mar-14,3-Jan-14,Aurobindo Pharma Limited,400,1800.0,4.5,0.04,No,See ASN-23448 (ID#:58372),2.23,India
Vietnam,FCA,Air,1-Aug-14,8-Jan-14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),7067,429814.94,60.82,0.51,No,See ASN-23182 (ID#:16967),531.68,Germany
South Sudan,EXW,Air,2-Nov-14,11-Feb-14,"Trinity Biotech, Plc",18,576.0,32.0,1.6,No,See ASN-22955 (ID#:19019),0.71,India
South Sudan,EXW,Air,2-Nov-14,11-Feb-14,"Trinity Biotech, Plc",35,1120.0,32.0,1.6,No,See ASN-22955 (ID#:19019),1.39,India
South Sudan,EXW,Air,2-Nov-14,11-Feb-14,"Trinity Biotech, Plc",450,14400.0,32.0,1.6,No,See ASN-22955 (ID#:19019),17.81,India
Vietnam,EXW,Air,19-Sep-08,19-Sep-08,Aurobindo Pharma Limited,3840,12326.4,3.21,0.05,No,See ASN-2277 (ID#:5793),19.72,India
Vietnam,EXW,Air,19-Sep-08,19-Sep-08,Aurobindo Pharma Limited,4300,37023.0,8.61,0.14,No,See ASN-2274 (ID#:610),59.24,India
Vietnam,EXW,Air,19-Sep-08,19-Sep-08,Aurobindo Pharma Limited,4200,12180.0,2.9,0.05,No,See ASN-2274 (ID#:610),19.49,India
Uganda,CIP,Air,20-Nov-13,20-Nov-13,ASPEN PHARMACARE,287,19114.2,66.6,0.55,No,See ASN-22706 (ID#:46447),23.64,Saudi Arabia
South Sudan,EXW,Air,18-Oct-13,18-Oct-13,"Trinity Biotech, Plc",450,14400.0,32.0,1.6,No,See ASN-21751 (ID#:13968),17.81,India
South Sudan,EXW,Air,18-Oct-13,18-Oct-13,"Trinity Biotech, Plc",25,800.0,32.0,1.6,No,See ASN-21751 (ID#:13968),0.99,India
South Sudan,EXW,Air,18-Oct-13,18-Oct-13,"Trinity Biotech, Plc",18,576.0,32.0,1.6,No,See ASN-21751 (ID#:13968),0.71,India
South Sudan,EXW,Air,18-Oct-13,18-Oct-13,"Trinity Biotech, Plc",25,800.0,32.0,1.6,No,See ASN-21751 (ID#:13968),0.99,India
Cameroon,EXW,Air,18-Oct-13,18-Oct-13,Aurobindo Pharma Limited,19429,43715.25,2.25,0.04,No,See ASN-21698 (ID#:33964),54.08,India
Vietnam,EXW,Air,25-Sep-13,25-Sep-13,HETERO LABS LIMITED,503,2892.25,5.75,0.1,No,See ASN-21668 (ID#:17501),3.58,India
Vietnam,EXW,Air,28-Sep-13,28-Sep-13,HETERO LABS LIMITED,429,5255.25,12.25,0.2,No,See ASN-21667 (ID#:41892),6.5,India
Nigeria,EXW,Air,8-May-08,5-Aug-08,IDA FOUNDATION,34,1547.68,45.52,0.08,No,See ASN-2106 (ID#:9841),2.48,Italy
Vietnam,EXW,Air,9-Mar-13,3-Sep-13,Aurobindo Pharma Limited,4000,9000.0,2.25,0.04,No,See ASN-20555 (ID#:25809),11.13,India
Haiti,EXW,Air,14-Aug-13,14-Aug-13,MICRO LABS LIMITED,1260,2318.4,1.84,0.03,No,See ASN-20434 (ID#:13874),2.87,India
Haiti,EXW,Air,14-Aug-13,14-Aug-13,MICRO LABS LIMITED,15825,34815.0,2.2,0.04,No,See ASN-20434 (ID#:13874),43.07,India
Vietnam,EXW,Air,7-Jul-08,7-Jul-08,Aurobindo Pharma Limited,408,3162.0,7.75,0.13,No,See ASN-2023 (ID#:3094),5.06,India
"Congo, DRC",EXW,Air,28-Nov-13,28-Nov-13,Aurobindo Pharma Limited,1014,1267.5,1.25,0.04,No,See ASN-20218 (ID#:20450),1.57,India
"Congo, DRC",EXW,Air,28-Nov-13,28-Nov-13,Aurobindo Pharma Limited,75,825.0,11.0,0.37,No,See ASN-20218 (ID#:20450),1.02,India
Vietnam,EXW,Air,14-Jul-08,14-Jul-08,Aurobindo Pharma Limited,360,2790.0,7.75,0.13,No,See ASN-2017 (ID#:5701),4.46,India
Haiti,EXW,Ocean,9-Feb-13,2-Sep-13,HETERO LABS LIMITED,48150,505575.0,10.5,0.35,No,See ASN-20026 (ID#:64635),625.4,India
Guyana,EXW,Air,7-Jan-13,1-Jul-13,Aurobindo Pharma Limited,69,154.56,2.24,0.07,No,See ASN-20003 (ID#:38247),0.19,India
Vietnam,EXW,Air,7-May-13,5-Jul-13,HETERO LABS LIMITED,683,8366.75,12.25,0.2,No,See ASN-19859 (ID#:59267),10.35,India
Vietnam,EXW,Air,7-May-13,5-Jul-13,HETERO LABS LIMITED,4555,37396.55,8.21,0.14,No,See ASN-19859 (ID#:59267),46.26,India
Haiti,EXW,Ocean,9-Feb-13,2-Sep-13,Aurobindo Pharma Limited,14520,99026.4,6.82,0.11,No,See ASN-19819 (ID#:13739),122.5,India
Haiti,EXW,Ocean,9-Feb-13,2-Sep-13,Aurobindo Pharma Limited,1393,6407.8,4.6,0.08,No,See ASN-19819 (ID#:13739),7.93,India
Haiti,EXW,Ocean,9-Feb-13,2-Sep-13,Aurobindo Pharma Limited,1932,2762.76,1.43,0.01,No,See ASN-19819 (ID#:13739),3.42,India
Haiti,EXW,Ocean,9-Feb-13,2-Sep-13,Aurobindo Pharma Limited,2040,3080.4,1.51,0.01,No,See ASN-19819 (ID#:13739),3.81,India
Vietnam,EXW,Air,7-Jan-13,1-Jul-13,HETERO LABS LIMITED,717,8783.25,12.25,0.2,No,See ASN-19787 (ID#:13978),10.86,India
Vietnam,EXW,Air,7-Jan-13,1-Jul-13,HETERO LABS LIMITED,6900,56649.0,8.21,0.14,No,See ASN-19787 (ID#:13978),70.07,India
Haiti,EXW,Air,6-Oct-13,10-Jun-13,Aurobindo Pharma Limited,255,1741.65,6.83,0.03,No,See ASN-19520 (ID#:18405),2.15,India
